Book Title,Author,Edition,Product Type,Copyright Year,Copyright Holder,Print ISBN,Electronic ISBN,Language,Language Collection,eBook Package,English Package Name,German Package Name,Series Print ISSN,Series Electronic ISSN,Series Title,Volume Number,DOI URL,OpenURL,Subject Classification,Publisher,Imprint
Language Across the Curriculum & CLIL in English as an Additional Language (EAL) Contexts,Angel M.Y. Lin,1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer Science+Business Media Singapore,978-981-10-1800-8,978-981-10-1802-2,EN,English/International,41171,Education,,,,,,http://doi.org/10.1007/978-981-10-1802-2,http://link.springer.com/openurl?genre=book&isbn=978-981-10-1802-2,Education; Curriculum Studies; Language Education; Learning and Instruction,Springer Singapore,Springer
Multivariate Calculus and Geometry,Seán Dineen,3rd ed. 2014,Undergraduate textbook,2014,Springer-Verlag London,978-1-4471-6418-0,978-1-4471-6419-7,EN,English/International,11649,Mathematics and Statistics,,1615-2085,2197-4144,Springer Undergraduate Mathematics Series,,http://doi.org/10.1007/978-1-4471-6419-7,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-6419-7,"Mathematics; Mathematics, general",Springer London,Springer
Statistics and Analysis of Scientific Data,Massimiliano Bonamente,2nd ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer Science+Busines Media New York,978-1-4939-6570-0,978-1-4939-6572-4,EN,English/International,11651,Physics and Astronomy,,1868-4513,1868-4521,Graduate Texts in Physics,,http://doi.org/10.1007/978-1-4939-6572-4,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-6572-4,"Physics; Mathematical Methods in Physics; Statistics for Engineering, Physics, Computer Science, Chemistry and Earth Sciences; Statistics for Business/Economics/Mathematical Finance/Insurance; Mathematical and Computational Engineering; Complex Systems; Statistical Physics and Dynamical Systems",Springer New York,Springer
Modelling Computing Systems,"Faron Moller, Georg Struth",2013,Undergraduate textbook,2013,Springer-Verlag London,978-1-84800-321-7,978-1-84800-322-4,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-1-84800-322-4,http://link.springer.com/openurl?genre=book&isbn=978-1-84800-322-4,Computer Science; Logics and Meanings of Programs; Mathematical Logic and Formal Languages; Discrete Mathematics in Computer Science; Math Applications in Computer Science,Springer London,Springer
Search Methodologies,"Edmund K. Burke, Graham Kendall",2nd ed. 2014,Graduate/advanced undergraduate textbook,2014,Springer Science+Business Media New York,978-1-4614-6939-1,978-1-4614-6940-7,EN,English/International,11643,Business and Economics,,,,,,http://doi.org/10.1007/978-1-4614-6940-7,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-6940-7,"Business and Management; Operations Research/Decision Theory; Operations Research, Management Science",Springer US,Springer
Representation Theory,"William Fulton, Joe Harris",2004,Graduate/advanced undergraduate textbook,2004,Springer Science+Business Media New York,978-0-387-97495-8,978-1-4612-0979-9,EN,English/International,11649,Mathematics and Statistics,,0072-5285,2197-5612,Graduate Texts in Mathematics,129,http://doi.org/10.1007/978-1-4612-0979-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4612-0979-9,"Mathematics; Topological Groups, Lie Groups",Springer New York,Springer
Linear Algebra Done Right,Sheldon Axler,3rd ed. 2015,Undergraduate textbook,2015,Springer International Publishing,978-3-319-11079-0,978-3-319-11080-6,EN,English/International,11649,Mathematics and Statistics,,0172-6056,2197-5604,Undergraduate Texts in Mathematics,,http://doi.org/10.1007/978-3-319-11080-6,http://link.springer.com/openurl?genre=book&isbn=978-3-319-11080-6,"Mathematics; Linear and Multilinear Algebras, Matrix Theory",Springer International Publishing,Springer
Stellar Structure and Evolution,"Rudolf Kippenhahn, Alfred Weigert, Achim Weiss",2nd ed. 2012,Graduate/advanced undergraduate textbook,2012,Springer-Verlag Berlin Heidelberg,978-3-642-30255-8,978-3-642-30304-3,EN,English/International,11651,Physics and Astronomy,,0941-7834,2196-9698,Astronomy and Astrophysics Library,,http://doi.org/10.1007/978-3-642-30304-3,http://link.springer.com/openurl?genre=book&isbn=978-3-642-30304-3,"Physics; Astrophysics and Astroparticles; Fluid- and Aerodynamics; Astronomy, Astrophysics and Cosmology; Nuclear Fusion",Springer Berlin Heidelberg,Springer
Evolutionary Thinking in Medicine,"Alexandra Alvergne, Crispin Jenkinson, Charlotte Faurie",1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-29714-9,978-3-319-29716-3,EN,English/International,11650,Medicine,,2625-2597,2625-2600,Advances in the Evolutionary Analysis of Human Behaviour,,http://doi.org/10.1007/978-3-319-29716-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-29716-3,"Medicine & Public Health; Medicine/Public Health, general; Health Psychology; Anthropology; Evolutionary Biology",Springer International Publishing,Springer
Understanding Cryptography,"Christof Paar, Jan Pelzl",2010,Undergraduate textbook,2010,Springer-Verlag Berlin Heidelberg,978-3-642-04100-6,978-3-642-04101-3,EN,English/International,11645,Computer Science,,,,,,http://doi.org/10.1007/978-3-642-04101-3,http://link.springer.com/openurl?genre=book&isbn=978-3-642-04101-3,"Computer Science; Data Structures, Cryptology and Information Theory; Programming Techniques; Communications Engineering, Networks; Circuits and Systems",Springer Berlin Heidelberg,Springer
Linear Algebra,"Jörg Liesen, Volker Mehrmann",1st ed. 2015,Undergraduate textbook,2015,Springer International Publishing Switzerland,978-3-319-24344-3,978-3-319-24346-7,EN,English/International,11649,Mathematics and Statistics,,1615-2085,2197-4144,Springer Undergraduate Mathematics Series,,http://doi.org/10.1007/978-3-319-24346-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-24346-7,"Mathematics; Linear and Multilinear Algebras, Matrix Theory",Springer International Publishing,Springer
Algebra,Serge Lang,3rd ed. 2002,Graduate/advanced undergraduate textbook,2002,Springer Science+Business Media New York,978-0-387-95385-4,978-1-4613-0041-0,EN,English/International,11649,Mathematics and Statistics,,0072-5285,2197-5612,Graduate Texts in Mathematics,211,http://doi.org/10.1007/978-1-4613-0041-0,http://link.springer.com/openurl?genre=book&isbn=978-1-4613-0041-0,"Mathematics; Algebra; Commutative Rings and Algebras; Linear and Multilinear Algebras, Matrix Theory; Associative Rings and Algebras; Group Theory and Generalizations",Springer New York,Springer
Understanding Analysis,Stephen Abbott,2nd ed. 2015,Undergraduate textbook,2015,Springer Science+Business Media New York,978-1-4939-2711-1,978-1-4939-2712-8,EN,English/International,11649,Mathematics and Statistics,,0172-6056,2197-5604,Undergraduate Texts in Mathematics,,http://doi.org/10.1007/978-1-4939-2712-8,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-2712-8,Mathematics; Analysis,Springer New York,Springer
Plate Tectonics,"Wolfgang Frisch, Martin Meschede, Ronald C. Blakey",2011,Graduate/advanced undergraduate textbook,2011,Springer-Verlag Berlin Heidelberg,978-3-540-76503-5,978-3-540-76504-2,EN,English/International,11646,Earth and Environmental Science,,,,,,http://doi.org/10.1007/978-3-540-76504-2,http://link.springer.com/openurl?genre=book&isbn=978-3-540-76504-2,Earth Sciences; Geology; Structural Geology; Planetology,Springer Berlin Heidelberg,Springer
Linear Programming,Robert J Vanderbei,4th ed. 2014,Graduate/advanced undergraduate textbook,2014,Springer Science+Business Media New York,978-1-4614-7629-0,978-1-4614-7630-6,EN,English/International,11643,Business and Economics,,0884-8289,2214-7934,International Series in Operations Research & Management Science,196,http://doi.org/10.1007/978-1-4614-7630-6,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-7630-6,"Business and Management; Operations Research/Decision Theory; Operations Research, Management Science; Optimization",Springer US,Springer
The Nature of Scientific Knowledge,Kevin McCain,1st ed. 2016,Undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-33403-5,978-3-319-33405-9,EN,English/International,41175,Religion and Philosophy,,2569-8737,2569-8753,Springer Undergraduate Texts in Philosophy,,http://doi.org/10.1007/978-3-319-33405-9,http://link.springer.com/openurl?genre=book&isbn=978-3-319-33405-9,Philosophy; Philosophy of Science; Epistemology; Science Education,Springer International Publishing,Springer
Leadership Today,"Joan Marques, Satinder Dhiman",1st ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing Switzerland,978-3-319-31034-3,978-3-319-31036-7,EN,English/International,41169,Business and Management,,2192-4333,2192-4341,Springer Texts in Business and Economics,,http://doi.org/10.1007/978-3-319-31036-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-31036-7,Business and Management; Business Strategy/Leadership; Organization; Human Resource Development,Springer International Publishing,Springer
Physics of Semiconductor Devices,Massimo Rudan,2015,Undergraduate textbook,2015,Springer Science+Business Media New York,978-1-4939-1150-9,978-1-4939-1151-6,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-1-4939-1151-6,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-1151-6,"Engineering; Circuits and Systems; Semiconductors; Electronics and Microelectronics, Instrumentation",Springer New York,Springer
Corporate Social Responsibility,"John O. Okpara, Samuel O. Idowu",2013,Undergraduate textbook,2013,Springer-Verlag Berlin Heidelberg,978-3-642-40974-5,978-3-642-40975-2,EN,English/International,11643,Business and Economics,,2196-7075,2196-7083,"CSR, Sustainability, Ethics & Governance",,http://doi.org/10.1007/978-3-642-40975-2,http://link.springer.com/openurl?genre=book&isbn=978-3-642-40975-2,Business and Management; Business Ethics; Public Administration; Business Strategy/Leadership,Springer Berlin Heidelberg,Springer
Ordinary Differential Equations,"William A. Adkins, Mark G. Davidson",2012,Undergraduate textbook,2012,Springer Science+Business Media New York,978-1-4614-3617-1,978-1-4614-3618-8,EN,English/International,11649,Mathematics and Statistics,,0172-6056,2197-5604,Undergraduate Texts in Mathematics,,http://doi.org/10.1007/978-1-4614-3618-8,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-3618-8,Mathematics; Ordinary Differential Equations,Springer New York,Springer
Electronic Commerce,"Efraim Turban, David King, Jae Kyu Lee, Ting-Peng Liang, Deborrah C. Turban",8th ed. 2015,Graduate/advanced undergraduate textbook,2015,Springer International Publishing Switzerland,978-3-319-10090-6,978-3-319-10091-3,EN,English/International,11643,Business and Economics,,2192-4333,2192-4341,Springer Texts in Business and Economics,,http://doi.org/10.1007/978-3-319-10091-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-10091-3,Business and Management; IT in Business; Operations Research/Decision Theory,Springer International Publishing,Springer
Ceramic Materials,"C. Barry Carter, M. Grant Norton",2nd ed. 2013,Graduate/advanced undergraduate textbook,2013,Springer Science+Business Media New York,978-1-4614-3522-8,978-1-4614-3523-5,EN,English/International,11644,Chemistry and Materials Science,,,,,,http://doi.org/10.1007/978-1-4614-3523-5,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-3523-5,"Materials Science; Ceramics, Glass, Composites, Natural Materials; Inorganic Chemistry; Nanotechnology; Characterization and Evaluation of Materials; Optical and Electronic Materials",Springer New York,Springer
Foundations of Analytical Chemistry,"Miguel Valcárcel Cases, Ángela I. López-Lorente, Ma Ángeles López-Jiménez",1st ed. 2018,Undergraduate textbook,2018,Springer International Publishing AG,978-3-319-62871-4,978-3-319-62872-1,EN,English/International,11644,Chemistry and Materials Science,,,,,,http://doi.org/10.1007/978-3-319-62872-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-62872-1,"Chemistry; Analytical Chemistry; Monitoring/Environmental Analysis; Characterization and Evaluation of Materials; Biochemistry, general; Pharmacology/Toxicology",Springer International Publishing,Springer
Life Cycle Assessment,"Michael Z. Hauschild, Ralph K. Rosenbaum, Stig Irving Olsen",1st ed. 2018,Graduate/advanced undergraduate textbook,2018,Springer International Publishing AG,978-3-319-56474-6,978-3-319-56475-3,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-3-319-56475-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-56475-3,Engineering; Sustainable Development; Renewable and Green Energy; Sustainability Management,Springer International Publishing,Springer
A Clinical Guide to the Treatment of the Human Stress Response,"George S. Everly, Jr., Jeffrey M. Lating",3rd ed. 2013,Graduate/advanced undergraduate textbook,2013,Springer Science+Business Media New York,978-1-4614-5537-0,978-1-4614-5538-7,EN,English/International,11640,Behavioral Science,,,,,,http://doi.org/10.1007/978-1-4614-5538-7,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-5538-7,Psychology; Clinical Psychology; Psychiatry; Health Psychology,Springer New York,Springer
Computational Physics,Philipp Scherer,2nd ed. 2013,Graduate/advanced undergraduate textbook,2013,Springer International Publishing Switzerland,978-3-319-00400-6,978-3-319-00401-3,EN,English/International,11651,Physics and Astronomy,,1868-4513,1868-4521,Graduate Texts in Physics,,http://doi.org/10.1007/978-3-319-00401-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-00401-3,"Physics; Numerical and Computational Physics, Simulation; Mathematical Applications in the Physical Sciences; Mathematical and Computational Engineering; Theoretical and Computational Chemistry",Springer International Publishing,Springer
Handbook of LGBT Elders,"Debra A. Harley, Pamela B. Teaster",1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-03622-9,978-3-319-03623-6,EN,English/International,41176,Social Sciences,,,,,,http://doi.org/10.1007/978-3-319-03623-6,http://link.springer.com/openurl?genre=book&isbn=978-3-319-03623-6,Social Sciences; Social Work; Public Health; Psychotherapy and Counseling; Social Policy,Springer International Publishing,Springer
"Handbook of Cardiac Anatomy, Physiology, and Devices",Paul A. Iaizzo,3rd ed. 2015,Graduate/advanced undergraduate textbook,2015,Springer International Publishing Switzerland,978-3-319-19463-9,978-3-319-19464-6,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-19464-6,http://link.springer.com/openurl?genre=book&isbn=978-3-319-19464-6,Biomedicine; Human Physiology; Cardiology; Biomedical Engineering; Angiology; Pathology; Cardiac Surgery,Springer International Publishing,Springer
