Book Title,Author,Edition,Product Type,Copyright Year,Copyright Holder,Print ISBN,Electronic ISBN,Language,Language Collection,eBook Package,English Package Name,German Package Name,Series Print ISSN,Series Electronic ISSN,Series Title,Volume Number,DOI URL,OpenURL,Subject Classification,Publisher,Imprint
The Finite Volume Method in Computational Fluid Dynamics,"F. Moukalled, L. Mangani, M. Darwish",1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-16873-9,978-3-319-16874-6,EN,English/International,11647,Engineering,,0926-5112,2215-0056,Fluid Mechanics and Its Applications,113,http://doi.org/10.1007/978-3-319-16874-6,http://link.springer.com/openurl?genre=book&isbn=978-3-319-16874-6,"Engineering; Engineering Fluid Dynamics; Computational Science and Engineering; Numerical and Computational Physics, Simulation; Fluid- and Aerodynamics",Springer International Publishing,Springer
The ASCRS Textbook of Colon and Rectal Surgery,"Scott R. Steele, Tracy L. Hull, Thomas E. Read, Theodore J. Saclarides, Anthony J. Senagore, Charles B. Whitlow",3rd ed. 2016,Graduate/advanced undergraduate textbook,2016,ASCRS (American Society of Colon and Rectal Surgeons),978-3-319-25968-0,978-3-319-25970-3,EN,English/International,11650,Medicine,,,,,,http://doi.org/10.1007/978-3-319-25970-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-25970-3,Medicine & Public Health; Colorectal Surgery; General Surgery; Surgical Oncology,Springer International Publishing,Springer
Applied Predictive Modeling,"Max Kuhn, Kjell Johnson",2013,Graduate/advanced undergraduate textbook,2013,Springer Science+Business Media New York,978-1-4614-6848-6,978-1-4614-6849-3,EN,English/International,11649,Mathematics and Statistics,,,,,,http://doi.org/10.1007/978-1-4614-6849-3,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-6849-3,"Statistics; Statistics for Life Sciences, Medicine, Health Sciences; Statistics and Computing/Statistics Programs; Statistics, general",Springer New York,Springer
Introduction to Logic Circuits & Logic Design with VHDL ,Brock J. LaMeres,1st ed. 2017,Undergraduate textbook,2017,Springer International Publishing Switzerland,978-3-319-34194-1,978-3-319-34195-8,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-3-319-34195-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-34195-8,Engineering; Circuits and Systems; Processor Architectures; Logic Design,Springer International Publishing,Springer
Sustainability Science,"Harald Heinrichs, Pim Martens, Gerd Michelsen, Arnim Wiek",1st ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer Science+Business Media Dordrecht,978-94-017-7241-9,978-94-017-7242-6,EN,English/International,11646,Earth and Environmental Science,,,,,,http://doi.org/10.1007/978-94-017-7242-6,http://link.springer.com/openurl?genre=book&isbn=978-94-017-7242-6,"Environment; Sustainable Development; Geoecology/Natural Processes; Social Sciences, general",Springer Netherlands,Springer
Physical Chemistry from a Different Angle,"Georg Job, Regina Rüffler",1st ed. 2016,Undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-15665-1,978-3-319-15666-8,EN,English/International,11644,Chemistry and Materials Science,,,,,,http://doi.org/10.1007/978-3-319-15666-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-15666-8,Chemistry; Physical Chemistry; Thermodynamics,Springer International Publishing,Springer
The Physics of Semiconductors,Marius Grundmann,3rd ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-23879-1,978-3-319-23880-7,EN,English/International,11651,Physics and Astronomy,,1868-4513,1868-4521,Graduate Texts in Physics,,http://doi.org/10.1007/978-3-319-23880-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-23880-7,"Physics; Semiconductors; Nanoscale Science and Technology; Electronics and Microelectronics, Instrumentation; Solid State Physics",Springer International Publishing,Springer
Energy Harvesting and Energy Efficiency,"Nicu Bizon, Naser Mahdavi Tabatabaei, Frede Blaabjerg, Erol Kurt",1st ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing AG,978-3-319-49874-4,978-3-319-49875-1,EN,English/International,40367,Energy,,2195-1284,2195-1292,Lecture Notes in Energy,37,http://doi.org/10.1007/978-3-319-49875-1,http://link.springer.com/openurl?genre=book&isbn=978-3-319-49875-1,"Energy; Energy Harvesting; Nanotechnology and Microengineering; Renewable and Green Energy; Engineering Thermodynamics, Heat and Mass Transfer",Springer International Publishing,Springer
Python For ArcGIS,Laura Tateosian,1st ed. 2015,Graduate/advanced undergraduate textbook,2015,Springer International Publishing Switzerland,978-3-319-18397-8,978-3-319-18398-5,EN,English/International,11646,Earth and Environmental Science,,,,,,http://doi.org/10.1007/978-3-319-18398-5,http://link.springer.com/openurl?genre=book&isbn=978-3-319-18398-5,"Geography; Geographical Information Systems/Cartography; Programming Languages, Compilers, Interpreters; Information Systems Applications (incl.Internet); Earth Sciences, general",Springer International Publishing,Springer
Statics and Mechanics of Structures,"Steen Krenk, Jan Høgsberg",2013,Graduate/advanced undergraduate textbook,2013,Springer Science+Business Media Dordrecht,978-94-007-6112-4,978-94-007-6113-1,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-94-007-6113-1,http://link.springer.com/openurl?genre=book&isbn=978-94-007-6113-1,Engineering,Springer Netherlands,Springer
Real Analysis,"Miklós Laczkovich, Vera T. Sós",1st ed. 2015,Undergraduate textbook,2015,Springer New York,978-1-4939-2765-4,978-1-4939-2766-1,EN,English/International,11649,Mathematics and Statistics,,0172-6056,2197-5604,Undergraduate Texts in Mathematics,,http://doi.org/10.1007/978-1-4939-2766-1,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-2766-1,Mathematics; Analysis,Springer New York,Springer
MATLAB for Psychologists,"Mauro Borgo, Alessandro Soranzo, Massimo Grassi",2012,Graduate/advanced undergraduate textbook,2012,"Springer Science+Business Media, LLC",978-1-4614-2196-2,978-1-4614-2197-9,EN,English/International,11640,Behavioral Science,,,,,,http://doi.org/10.1007/978-1-4614-2197-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-2197-9,Psychology; Psychological Methods/Evaluation; Programming Techniques; Statistics and Computing/Statistics Programs; Psychometrics,Springer New York,Springer
Physical Asset Management,Nicholas Anthony John Hastings,2nd ed. 2015,Graduate/advanced undergraduate textbook,2015,Springer International Publishing Switzerland,978-3-319-14776-5,978-3-319-14777-2,EN,English/International,11643,Business and Economics,,,,,,http://doi.org/10.1007/978-3-319-14777-2,http://link.springer.com/openurl?genre=book&isbn=978-3-319-14777-2,"Economics; Industrial Organization; Quality Control, Reliability, Safety and Risk; Accounting/Auditing; Operations Management",Springer International Publishing,Springer
Essentials of Food Science,"Vickie A. Vaclavik, Elizabeth W. Christian",4th ed. 2014,Undergraduate textbook,2014,Springer Science+Business Media New York,978-1-4614-9137-8,978-1-4614-9138-5,EN,English/International,11644,Chemistry and Materials Science,,1572-0330,2214-7799,Food Science Text Series,,http://doi.org/10.1007/978-1-4614-9138-5,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-9138-5,Chemistry; Food Science,Springer New York,Springer
Quantum Mechanics,K.T. Hecht,2000,Graduate/advanced undergraduate textbook,2000,Springer Science+Business Media New York,978-0-387-98919-8,978-1-4612-1272-0,EN,English/International,11651,Physics and Astronomy,,0938-037X,,Graduate Texts in Contemporary Physics,,http://doi.org/10.1007/978-1-4612-1272-0,http://link.springer.com/openurl?genre=book&isbn=978-1-4612-1272-0,Physics; Classical Mechanics,Springer New York,Springer
Probability Theory,Achim Klenke,2nd ed. 2014,Graduate/advanced undergraduate textbook,2014,Springer-Verlag London,978-1-4471-5360-3,978-1-4471-5361-0,EN,English/International,11649,Mathematics and Statistics,,0172-5939,2191-6675,Universitext,,http://doi.org/10.1007/978-1-4471-5361-0,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-5361-0,Mathematics; Probability Theory and Stochastic Processes; Measure and Integration; Dynamical Systems and Ergodic Theory; Functional Analysis; Complex Systems; Statistical Physics and Dynamical Systems,Springer London,Springer
Concise Guide to Databases,"Peter Lake, Paul Crowther",2013,Undergraduate textbook,2013,Springer-Verlag London,978-1-4471-5600-0,978-1-4471-5601-7,EN,English/International,11645,Computer Science,,1863-7310,2197-1781,Undergraduate Topics in Computer Science,,http://doi.org/10.1007/978-1-4471-5601-7,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-5601-7,"Computer Science; Database Management; Information Storage and Retrieval; Data Structures, Cryptology and Information Theory; Software Engineering/Programming and Operating Systems",Springer London,Springer
Digital Image Processing,"Wilhelm Burger, Mark J. Burge",2nd ed. 2016,Undergraduate textbook,2016,Springer-Verlag London,978-1-4471-6683-2,978-1-4471-6684-9,EN,English/International,11645,Computer Science,,1868-0941,1868-095X,Texts in Computer Science,,http://doi.org/10.1007/978-1-4471-6684-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-6684-9,"Computer Science; Image Processing and Computer Vision; Signal, Image and Speech Processing; Computational Intelligence",Springer London,Springer
Chemical and Bioprocess Engineering,"Ricardo Simpson, Sudhir K. Sastry",2013,Undergraduate textbook,2013,Springer Science+Business Media New York,978-1-4614-9125-5,978-1-4614-9126-2,EN,English/International,11644,Chemistry and Materials Science,,,,,,http://doi.org/10.1007/978-1-4614-9126-2,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-9126-2,"Chemistry; Biochemical Engineering; Food Science; Engineering Thermodynamics, Heat and Mass Transfer; Mathematical Modeling and Industrial Mathematics",Springer New York,Springer
Transmission Electron Microscopy,"David B. Williams, C. Barry Carter",1996,Graduate/advanced undergraduate textbook,1996,Springer Science+Business Media New York,978-0-306-45247-5,978-1-4757-2519-3,EN,English/International,11651,Physics and Astronomy,,,,,,http://doi.org/10.1007/978-1-4757-2519-3,http://link.springer.com/openurl?genre=book&isbn=978-1-4757-2519-3,"Physics; Spectroscopy and Microscopy; Surface and Interface Science, Thin Films; Solid State Physics; Characterization and Evaluation of Materials; Biological Microscopy",Springer US,Springer
Guide to Computer Network Security,Joseph Migga Kizza,4th ed. 2017,Undergraduate textbook,2017,Springer International Publishing AG,978-3-319-55605-5,978-3-319-55606-2,EN,English/International,11645,Computer Science,,1617-7975,2197-8433,Computer Communications and Networks,,http://doi.org/10.1007/978-3-319-55606-2,http://link.springer.com/openurl?genre=book&isbn=978-3-319-55606-2,Computer Science; Information Storage and Retrieval; Data Storage Representation; Management of Computing and Information Systems; Computer Communication Networks,Springer International Publishing,Springer
Introduction to Law,"Jaap Hage, Antonia Waltermann, Bram Akkermans",2nd ed. 2017,Undergraduate textbook,2017,Springer International Publishing Switzerland,978-3-319-57251-2,978-3-319-57252-9,EN,English/International,41177,Law and Criminology,,,,,,http://doi.org/10.1007/978-3-319-57252-9,http://link.springer.com/openurl?genre=book&isbn=978-3-319-57252-9,Law; Fundamentals of Law; Philosophy of Law,Springer International Publishing,Springer
Advanced Quantum Mechanics,RAINER DICK,2nd ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-25674-0,978-3-319-25675-7,EN,English/International,11651,Physics and Astronomy,,1868-4513,1868-4521,Graduate Texts in Physics,,http://doi.org/10.1007/978-3-319-25675-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-25675-7,Physics; Quantum Physics; Quantum Optics; Optical and Electronic Materials; Nanoscale Science and Technology; Nanotechnology,Springer International Publishing,Springer
Bayesian Essentials with R,"Jean-Michel Marin, Christian P. Robert",2nd ed. 2014,Graduate/advanced undergraduate textbook,2014,Springer Science+Business Media New York,978-1-4614-8686-2,978-1-4614-8687-9,EN,English/International,11649,Mathematics and Statistics,,1431-875X,2197-4136,Springer Texts in Statistics,,http://doi.org/10.1007/978-1-4614-8687-9,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-8687-9,Statistics; Statistics and Computing/Statistics Programs; Statistical Theory and Methods,Springer New York,Springer
"Robotics, Vision and Control",Peter Corke,2011,Graduate/advanced undergraduate textbook,2011,Springer-Verlag Berlin Heidelberg,978-3-642-20143-1,978-3-642-20144-8,EN,English/International,11647,Engineering,,1610-7438,1610-742X,Springer Tracts in Advanced Robotics,73,http://doi.org/10.1007/978-3-642-20144-8,http://link.springer.com/openurl?genre=book&isbn=978-3-642-20144-8,"Engineering; Robotics and Automation; Image Processing and Computer Vision; Signal, Image and Speech Processing; Machinery and Machine Elements; Cognitive Psychology",Springer Berlin Heidelberg,Springer
Applied Chemistry,"Oleg Roussak, H. D. Gesser",2nd ed. 2013,Graduate/advanced undergraduate textbook,2013,Springer Science+Business Media New York,978-1-4614-4261-5,978-1-4614-4262-2,EN,English/International,11644,Chemistry and Materials Science,,,,,,http://doi.org/10.1007/978-1-4614-4262-2,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-4262-2,Chemistry; Industrial Chemistry/Chemical Engineering; Physical Chemistry; Renewable and Green Energy; Characterization and Evaluation of Materials,Springer US,Springer
Advanced Organic Chemistry,"Francis A. Carey, Richard J. Sundberg",5th ed. 2007,Graduate/advanced undergraduate textbook,2007,Springer-Verlag US,978-0-387-44897-8,978-0-387-44899-2,EN,English/International,11644,Chemistry and Materials Science,,,,Advanced Organic Chemistry,,http://doi.org/10.1007/978-0-387-44899-2,http://link.springer.com/openurl?genre=book&isbn=978-0-387-44899-2,Chemistry; Organic Chemistry; Physical Chemistry; Medicinal Chemistry,Springer US,Springer
Advanced Organic Chemistry,"Francis A. Carey, Richard J. Sundberg",5th ed. 2007,Graduate/advanced undergraduate textbook,2007,Springer-Verlag US,978-0-387-68350-8,978-0-387-71481-3,EN,English/International,11644,Chemistry and Materials Science,,,,Advanced Organic Chemistry,,http://doi.org/10.1007/978-0-387-71481-3,http://link.springer.com/openurl?genre=book&isbn=978-0-387-71481-3,Chemistry; Organic Chemistry; Pharmacy; Medicinal Chemistry,Springer US,Springer
International Humanitarian Action,"Hans-Joachim Heintze, Pierre Thielbörger",1st ed. 2018,Graduate/advanced undergraduate textbook,2018,Springer International Publishing AG,978-3-319-14453-5,978-3-319-14454-2,EN,English/International,41177,Law and Criminology,,,,,,http://doi.org/10.1007/978-3-319-14454-2,http://link.springer.com/openurl?genre=book&isbn=978-3-319-14454-2,"Law; International Humanitarian Law, Law of Armed Conflict; Human Rights; Public Health; Natural Hazards; Anthropology",Springer International Publishing,Springer
